bikeid,ride_count(次),total_distance(km),avg_distance(km),total_duration(min),avg_duration(min)
101284,1,1.19,1.19,10.0,10.0
101288,1,2.05,2.05,23.0,23.0
101297,2,0.44,0.22,8.0,4.0
101300,1,0.67,0.67,6.0,6.0
101302,1,3.02,3.02,27.0,27.0
101305,3,6.72,2.24,42.0,14.0
101306,1,4.91,4.91,35.0,35.0
101313,1,1.72,1.72,11.0,11.0
101318,2,3.24,1.62,28.0,14.0
101319,1,1.9,1.9,16.0,16.0
101320,1,0.67,0.67,22.0,22.0
101321,1,1.6,1.6,25.0,25.0
101323,1,0.72,0.72,7.0,7.0
101327,1,0.58,0.58,5.0,5.0
101328,1,0.8,0.8,11.0,11.0
101330,1,0.22,0.22,3.0,3.0
101331,1,1.01,1.01,8.0,8.0
101335,2,3.74,1.87,28.0,14.0
101336,2,3.56,1.78,32.0,16.0
101337,1,0.88,0.88,14.0,14.0
101338,1,1.44,1.44,15.0,15.0
101343,2,1.42,0.71,13.0,6.5
101351,1,1.11,1.11,39.0,39.0
101354,2,4.32,2.16,28.0,14.0
101357,1,1.57,1.57,10.0,10.0
101364,1,0.59,0.59,7.0,7.0
101366,1,1.13,1.13,15.0,15.0
101368,3,3.8,1.27,36.0,12.0
101372,2,1.75,0.87,18.0,9.0
101373,1,0.73,0.73,5.0,5.0
101377,1,1.02,1.02,14.0,14.0
101386,2,1.11,0.55,9.0,4.5
101388,3,6.05,2.02,47.0,15.67
101389,1,1.11,1.11,11.0,11.0
101390,1,0.8,0.8,5.0,5.0
101391,1,1.19,1.19,13.0,13.0
101400,1,2.01,2.01,41.0,41.0
101401,1,0.89,0.89,13.0,13.0
101412,4,7.28,1.82,47.0,11.75
101414,1,10.76,10.76,53.0,53.0
101419,1,3.12,3.12,18.0,18.0
101428,1,0.22,0.22,2.0,2.0
101431,1,1.68,1.68,11.0,11.0
101439,1,7.56,7.56,43.0,43.0
101446,1,0.97,0.97,5.0,5.0
101450,1,0.91,0.91,6.0,6.0
101452,1,0.96,0.96,6.0,6.0
101453,1,0.44,0.44,3.0,3.0
101461,1,0.58,0.58,68.0,68.0
101466,1,0.88,0.88,11.0,11.0
101471,1,0.79,0.79,6.0,6.0
101474,2,1.05,0.52,33.0,16.5
101475,2,2.59,1.3,25.0,12.5
101476,1,1.04,1.04,12.0,12.0
101481,2,3.05,1.53,79.0,39.5
101490,3,4.13,1.38,55.0,18.33
101497,2,1.17,0.59,8.0,4.0
101500,1,0.61,0.61,5.0,5.0
101501,1,2.6,2.6,32.0,32.0
101502,2,2.71,1.35,19.0,9.5
101503,4,2.35,0.59,19.0,4.75
101506,3,2.18,0.73,13.0,4.33
101509,4,2.82,0.71,29.0,7.25
101511,1,1.05,1.05,7.0,7.0
101514,1,0.65,0.65,6.0,6.0
101522,1,1.47,1.47,10.0,10.0
101524,1,1.14,1.14,8.0,8.0
101527,1,1.68,1.68,24.0,24.0
101530,1,1.29,1.29,19.0,19.0
101531,1,4.03,4.03,27.0,27.0
101532,2,2.04,1.02,22.0,11.0
101533,1,1.52,1.52,11.0,11.0
101541,1,0.82,0.82,7.0,7.0
101543,2,0.82,0.41,18.0,9.0
101545,1,0.4,0.4,10.0,10.0
101546,1,1.82,1.82,19.0,19.0
101547,1,1.01,1.01,10.0,10.0
101556,2,1.46,0.73,59.0,29.5
101558,1,1.14,1.14,8.0,8.0
101559,2,3.76,1.88,36.0,18.0
101561,1,3.0,3.0,19.0,19.0
101565,2,6.66,3.33,43.0,21.5
101570,1,1.23,1.23,14.0,14.0
101576,1,0.86,0.86,10.0,10.0
101579,1,0.44,0.44,6.0,6.0
101587,1,1.06,1.06,13.0,13.0
101593,1,1.32,1.32,16.0,16.0
101595,1,1.8,1.8,24.0,24.0
101597,3,8.22,2.74,63.0,21.0
101599,1,0.58,0.58,6.0,6.0
101600,1,0.29,0.29,7.0,7.0
101604,1,0.5,0.5,7.0,7.0
101609,1,2.01,2.01,37.0,37.0
101614,2,1.56,0.78,24.0,12.0
101618,2,1.01,0.5,12.0,6.0
101619,1,0.67,0.67,5.0,5.0
101620,2,1.01,0.51,9.0,4.5
101622,1,0.31,0.31,30.0,30.0
101623,1,0.87,0.87,10.0,10.0
101628,1,5.32,5.32,46.0,46.0
101639,1,1.14,1.14,10.0,10.0
101646,1,5.69,5.69,50.0,50.0
101650,1,0.86,0.86,36.0,36.0
101654,2,3.56,1.78,24.0,12.0
101657,2,5.72,2.86,74.0,37.0
101658,1,0.58,0.58,21.0,21.0
101659,1,3.05,3.05,23.0,23.0
101663,2,1.7,0.85,17.0,8.5
101664,1,1.44,1.44,19.0,19.0
101666,1,0.65,0.65,5.0,5.0
101668,1,1.11,1.11,7.0,7.0
101670,2,1.58,0.79,13.0,6.5
101672,1,0.96,0.96,10.0,10.0
101680,1,1.54,1.54,15.0,15.0
101686,1,1.3,1.3,15.0,15.0
101687,2,16.29,8.15,110.0,55.0
101690,1,1.52,1.52,11.0,11.0
101698,1,0.8,0.8,7.0,7.0
101706,1,0.8,0.8,5.0,5.0
101708,1,1.71,1.71,16.0,16.0
101709,2,1.25,0.62,14.0,7.0
101710,2,3.25,1.63,31.0,15.5
101719,1,0.88,0.88,5.0,5.0
101729,1,2.88,2.88,29.0,29.0
101735,1,3.2,3.2,25.0,25.0
101737,1,0.58,0.58,7.0,7.0
101738,1,0.59,0.59,5.0,5.0
101744,1,1.07,1.07,9.0,9.0
101746,1,0.62,0.62,7.0,7.0
101748,1,0.77,0.77,23.0,23.0
101749,1,0.53,0.53,3.0,3.0
101750,1,0.62,0.62,10.0,10.0
101755,1,3.62,3.62,31.0,31.0
101758,1,0.62,0.62,8.0,8.0
101763,1,0.78,0.78,12.0,12.0
101765,1,7.0,7.0,74.0,74.0
101766,2,1.77,0.88,13.0,6.5
101767,1,1.4,1.4,12.0,12.0
101770,1,0.8,0.8,8.0,8.0
101771,1,0.94,0.94,7.0,7.0
101774,1,0.94,0.94,16.0,16.0
101775,1,1.93,1.93,29.0,29.0
101783,1,1.86,1.86,8.0,8.0
101785,1,1.66,1.66,13.0,13.0
101787,1,2.01,2.01,19.0,19.0
101798,1,1.6,1.6,19.0,19.0
101807,1,1.62,1.62,12.0,12.0
101809,1,1.59,1.59,15.0,15.0
101816,1,1.52,1.52,17.0,17.0
101821,2,2.89,1.45,25.0,12.5
101825,2,2.61,1.31,18.0,9.0
101839,1,0.58,0.58,6.0,6.0
101845,1,0.62,0.62,6.0,6.0
101849,1,1.07,1.07,7.0,7.0
101859,1,0.61,0.61,11.0,11.0
101873,1,1.71,1.71,10.0,10.0
101877,4,6.98,1.74,60.0,15.0
101879,2,4.97,2.48,40.0,20.0
101883,3,3.92,1.31,32.0,10.67
101885,2,2.26,1.13,21.0,10.5
101886,1,0.59,0.59,4.0,4.0
101887,1,1.75,1.75,16.0,16.0
101901,3,2.93,0.98,27.0,9.0
101904,2,2.04,1.02,18.0,9.0
101911,1,0.73,0.73,16.0,16.0
101913,1,0.38,0.38,2.0,2.0
101915,1,1.73,1.73,14.0,14.0
101918,1,0.58,0.58,10.0,10.0
101919,2,2.8,1.4,29.0,14.5
101922,1,2.22,2.22,24.0,24.0
101927,1,0.77,0.77,13.0,13.0
101936,1,1.14,1.14,7.0,7.0
101942,1,1.02,1.02,13.0,13.0
101944,1,0.52,0.52,4.0,4.0
101945,3,3.03,1.01,33.0,11.0
101949,1,0.8,0.8,9.0,9.0
101954,2,1.62,0.81,26.0,13.0
101955,1,2.45,2.45,17.0,17.0
101956,1,1.23,1.23,74.0,74.0
101957,1,1.14,1.14,8.0,8.0
101965,1,7.83,7.83,57.0,57.0
101966,3,2.05,0.68,29.0,9.67
101967,1,1.53,1.53,12.0,12.0
101975,2,3.11,1.56,29.0,14.5
101976,1,1.45,1.45,36.0,36.0
101978,3,3.56,1.19,28.0,9.33
101979,2,2.09,1.04,19.0,9.5
101982,1,0.67,0.67,7.0,7.0
101988,1,1.4,1.4,11.0,11.0
101990,1,1.4,1.4,16.0,16.0
101995,1,2.11,2.11,18.0,18.0
101999,1,8.5,8.5,52.0,52.0
102002,1,1.53,1.53,11.0,11.0
102003,2,10.17,5.08,103.0,51.5
102007,1,0.91,0.91,6.0,6.0
